_id,act_base_height_cm,act_left_hand_state,act_left_wrist_qw,act_left_wrist_qx,act_left_wrist_qy,act_left_wrist_qz,act_left_wrist_x,act_right_wrist_qw,act_right_wrist_qx,act_right_wrist_qy,act_right_wrist_qz,act_right_wrist_x,act_right_wrist_y,act_right_wrist_z,act_left_elbow_qw,act_left_elbow_qx,act_left_elbow_qy,act_left_elbow_qz,act_left_elbow_x,act_left_elbow_y,act_left_elbow_z,act_right_elbow_qw,act_right_elbow_qx,act_right_elbow_qy,act_right_elbow_qz,act_right_elbow_x,act_right_elbow_y,act_right_elbow_z,act_left_shoulder_qw,act_left_shoulder_qx,act_left_shoulder_qy,act_left_shoulder_qz,act_left_shoulder_x,act_left_shoulder_y,act_left_shoulder_z,act_right_shoulder_qw,act_right_shoulder_qx,act_right_shoulder_qy,act_right_shoulder_qz,act_right_shoulder_x,act_right_shoulder_y,act_right_shoulder_z
sample_000010,0.7967051152678726,1,0.9965959431753864,0.009402598765632866,-0.016300586574575206,0.19954873739745235,0.207635418705611,0.016539773377599893,-0.0027812614153695137,-0.012461847878057876,-0.014899996218324336,-0.018586467786620677,0.04088273858307643,-0.00861398452428772,-0.0003542437893204875,-0.0026727402801496013,0.01106773889797164,-0.00033165732912819655,0.022148115989541098,-0.048547437978008756,-0.05267718208184549,0.003950412065275035,0.013660848766152771,-0.000871209954413188,-0.013267371952267322,-0.06662837559562514,-0.02941997707689266,-0.03708677957076905,0.003456805615766774,-0.017609342144872153,0.0025508913477968022,-0.01317842759302429,0.024884905955475857,-0.002845013789282658,-0.01573910298181194,0.01965954719565222,-0.00399422185647992,-0.0067985807513222035,0.013727933087416898,-0.03781496111231695,-0.026631784829750926,-0.024006661249628358
sample_000011,0.713015069019397,1,0.9992337905234074,0.010536613419601827,-0.005460490447180906,0.20339090589005832,0.20152361575374617,0.00018182258956113363,-0.008591881043910234,-0.003912429222693068,0.011762737774203797,-0.09380415486868517,-0.03128568854727403,0.08746095979960247,-0.011803651022188388,-0.017754707474592762,0.017095331785073612,0.013749339960958484,0.022856779965018184,-0.06861842010830381,0.0709811938096381,-0.011974922917613049,-0.0005923185610960369,-0.00034995580593135235,-0.0172395467166848,0.061085045944361795,-0.036977209974850545,-0.05385396441351083,0.008193891970960716,-0.014308814336849886,-0.010396038632894573,-0.011233830105388322,-0.0075535034347201,-0.08631042935333329,0.0008708930556931227,-0.0018896960117074002,0.016478014847063998,-0.0047781464277801165,-0.01020400178288261,-0.08624519036740089,0.06267618519177531,0.09738203565557582
sample_000012,0.7368682756146601,1,0.9940795488816979,-0.007775612257908424,-0.0005893983873583597,0.1928784625559617,0.19056170312232795,-0.015592734609729484,-0.019738092681539973,-0.01804105620327711,0.014065062875003084,-0.08498435244335574,-0.03960399300158897,-0.08537592667942043,0.0006871042331840371,-0.01586629934619379,-0.009559434887214602,0.00992634557725534,0.06839755605622695,-0.09410451570739137,0.06189805735053316,-0.011408281469888783,-0.013098371723425975,0.0164293332387398,-0.003997115389737514,0.005877126337668171,-0.09096092051465357,-0.044261201428267574,-0.007401885831363711,-0.013342037559619447,0.008802209475604724,-0.009149404432457615,-0.05386635269613001,-0.07779902762940737,-0.05986307384406402,-0.000584888139278883,0.01615669759268379,0.011984390991993683,0.0042201136575853535,0.011702291297227574,-0.05871499163650678,-0.013620841026828236
sample_000013,0.7858390112605781,1,0.9901923073387543,0.014915994559973176,0.015436642454543544,0.20362725243110308,0.20387049481157654,0.005759217147640077,-0.004576854586058512,-0.013323133013223902,-0.005684963844274727,0.04521984136140192,0.03515941961708398,-0.032928839246381104,0.019729782066777043,0.013835451906812858,-0.01640013650483972,-0.008217784295676225,0.05843133673898311,-0.06033021117546194,0.05572933399423694,0.003400769527579777,-0.008810895428100526,0.017713887073539533,0.012128376716143308,0.09995137116152003,0.015779759588910647,-0.051465461184279,0.01734797124929867,-0.009549208830828158,-0.015982082951331286,-0.00781860135297145,-0.06909533633072273,-0.06946774750360683,0.04086756261093925,-0.00844642266744748,0.00860777171482765,0.006856246708025604,0.01816750626205131,0.004157436418701233,0.09559277913603506,0.05140850567980975
sample_000014,0.7689444031102596,-1,0.9903458049401059,-0.005085277561324748,-0.019721451176532515,0.19350408854142567,0.1914374449081782,-0.013600134275324978,0.007383668908879013,-0.008941670880782989,0.009382530103541105,0.01211587828475007,-0.0699250266012359,-0.0957337081454454,0.018957391345279136,-0.0074278087136451015,-0.012637445366419758,-0.012899066933793906,-0.020441088493798665,0.08902458724003598,-0.0009417443348848976,-0.017751497940970987,0.019686612732944152,-0.015588104054954562,-0.01400856712902694,-0.010583920445706463,0.04022758612798061,-0.09837569876414101,-0.018398918467959904,-0.00861544896148267,-0.012903475918875045,-0.013342066502784897,-0.09721361347007887,0.09444948414759713,-0.013545990388107821,-0.017286981278596247,-0.016911395884501742,0.013615798536101033,-0.011255204404260595,-0.024639910337357754,-0.024553520572808796,-0.022557287796239868
sample_000015,0.7027559856336008,0,0.9925308862234656,0.002755300300117769,-0.008915108311378504,0.1946960491852885,0.20047105949442268,-0.0005078719414148391,0.009911834524678618,-0.0066201829308894095,-0.00887540921480496,0.07407577981145515,-0.04719828839566762,-0.043118048763463195,0.00027282087107029175,0.009349953734242487,0.005247615068151772,-0.0062517815493680386,-0.029156386668938918,-0.07783282463501884,0.0973043468907387,-0.018216924720364427,0.005593095231050702,-0.0143374503963352,-0.00907578019027635,-0.08592372298861191,0.09604768434319728,-0.07066495696894225,0.009777395952766886,0.007623054257343123,-0.004198688070501544,0.008664741159234919,0.09305164555120185,-0.06482021201536477,0.05719539348317537,0.0139262626746444,-0.006919597914202411,0.001776457741662898,-0.014710633279509727,0.06290713709095459,0.07312040986529626,0.01065370866763591
sample_000016,0.7658361811333206,0,0.9960956693210276,-0.00797763100845847,-0.012527788924967287,0.20433795363622903,0.1911219314108543,-0.019222690044461085,-0.011628419608370293,-0.015123448793538326,-0.0032287295828365495,0.07171834349950433,-0.05290660274334098,-0.01881534800646725,-0.0061192052476983965,0.0134088205008924,0.015561550094338034,-0.0020572285987233885,0.07962871290600547,0.002395807853354248,0.09466319959418086,-0.0029850685065263382,-0.004270908004447396,-0.011782699426702443,0.014044931444299738,0.074482878178961,-0.02242172111388654,-0.01214967844582473,-0.01683862167637881,-0.004243084381636497,-0.017226884471277387,-0.007148513208668681,0.08578187109313629,0.0371362100292675,-0.006716941310930636,-0.013370640128308735,0.018004569811467953,-0.012974025079243452,-0.012306507704271082,0.027249394399279227,0.06044333794619734,-0.032686879674575176
sample_000017,0.7665715227961164,0,0.9970116191279981,0.005087581186404484,-0.015872239447820666,0.2057478921228919,0.19850770509977406,-0.00778781897649349,-0.016913934747892476,0.013319127301500035,-0.003677054854819399,0.07064442724559161,-0.057042786794781475,0.0024670541047512097,0.0034814148567717095,-0.010704085336822038,-0.01110822106989842,-0.002230966637251952,0.09064495869889866,-0.06379751542869981,0.012126657478436931,0.0015653254752798196,-0.0036404424780609014,0.014620584593168773,0.014323532010939806,-0.04768022255838589,-0.021975802021485902,-0.0847583851062723,-0.019617250925554167,0.011974193285586795,-0.014716270137689383,0.017952243121246342,-0.008280854309365782,0.008592518433534858,0.013566453992332162,-0.01831031920536466,-0.014027264796543553,-0.019893142552415057,-0.005887951428836726,-0.054018454008000365,0.09648902847496543,0.08049179239607665
sample_000018,0.7806923375374969,-1,0.9911731600881483,0.012606593533555338,0.004192637759546312,0.19863900441813498,0.19473128335063047,0.016964201172125295,0.009228299261578936,-0.015615611046965046,-0.01767717427147754,-0.007112215651631448,0.08336777934873157,0.0026632405747031964,0.0063253040335530565,-0.013106332107849727,-0.019495883602423304,-0.0009323660806534928,-0.05836399661069383,-0.08543071161868912,0.07267093965355143,0.019719534180684357,0.008946671802296921,0.0059011761039815406,0.007800938268871938,0.0929942262760267,0.052342544934361815,-0.09448335402128094,-0.010293531741358187,0.010069635647096127,0.009814981253477982,-0.01124230497705101,-0.058170460549022196,0.045337254931781895,-0.047167896477671035,0.019409911350467834,0.005498842507748578,-0.013236852098174823,0.004673142257392064,-0.07010577434841192,-0.05524911034612232,-0.07739153928091334
sample_000019,0.7693972980344085,0,0.9988966021567174,-0.010015382606055305,-0.007508329967459324,0.19643578943232265,0.19277585149143192,0.01097548244803666,-0.00729455061448447,-0.010231141209184825,0.018832655385581844,0.003672285589575464,-0.012282817304759065,-0.02076021097264751,0.01982520519755264,-0.0060321728722114365,-0.010380425832835907,-0.0018930206083820212,-0.010353361621491875,0.030634010262567093,0.04827586346786159,0.01914811682861832,-0.006637891189243512,0.006640242874994473,0.01858553301787421,-0.04721578946415095,-0.09058984806431743,0.04562394524132077,0.014429393742992867,0.016184162990639673,-0.012925285624176408,-0.013454534002075632,0.01433246255079821,-0.08790311640249182,-0.03148069988352136,-0.005230491098818413,0.005153589060800119,-0.01528750302420883,-0.0007946405697623416,0.04034517298830507,0.06017281654049629,-0.04272582921777144
sample_000020,0.7199519412406115,-1,0.9906566915327654,-0.0012563590602507491,-0.011319011042295189,0.19296990066728487,0.20852088614696926,0.019214704195333138,0.014257943852156015,-0.0064976627308629764,0.015722531383671235,-0.0470744774666676,0.04702211276482422,0.06092606223918273,-0.00017149177115002523,0.012887729322670679,0.004653252805236057,-0.019784904064618032,-0.023901602523734945,0.09513784580190876,0.03343452825160431,-0.0005794849920128708,-0.013914643918395773,0.018805983222738205,-0.0018201604499123204,0.027175435277106575,-0.03070519400363754,-0.08702316951060277,0.006079008959809631,0.0009467416113147298,0.008007151154321547,0.0035609490495587394,0.02723806144513057,0.06980936079175928,-0.08784352274681972,-0.002772965812745252,0.0034363904696776528,-0.004251000701748615,0.01661328467252793,0.05380762012102696,0.07644445469105261,-0.030092899421215114
sample_000021,0.7943028491596227,1,0.996369498880377,0.006128447261319634,-0.0060888700341465984,0.20716121403211077,0.19126525573950068,0.005687555910562985,0.018465006518425073,-0.016426835581692327,0.0023524896379172855,-0.04410993059717847,0.055225054682003984,-0.043606141236718514,-0.006584714602846269,0.0019186932543195656,0.016921651423690395,0.011941251848116554,0.09251109818407842,-0.08385038621144328,-0.0590171680139332,0.001112335471503627,0.007847499055391012,-0.009378039024194788,-0.01949699101151968,-0.04643640123133844,0.07859725870265016,-0.08946120444011599,-0.017482217823813585,-0.002242847970884201,0.00014834164083570302,0.004229264807667082,-0.05357819852126964,0.08629769692956385,0.09890847485446311,0.011782817534542626,0.014089928718389997,-0.0027071124780214764,0.016103006514162334,0.09755545230606595,0.07192842798390826,-0.00707220914993858
sample_000022,0.7351050788435285,0,0.9997188386828675,-0.007731978401860409,-0.011198659782959433,0.19610717659543977,0.20989739382445777,0.012751613432070675,0.0015723119266023832,-0.014135282273388313,0.012872422723946127,0.029771282574334437,0.0943915145275742,0.04649090454745289,0.012806157634537336,-0.00011029533626629285,-0.004759195745313498,0.004220638192638155,0.0030216919529206135,-0.09058773938968373,-0.06177232332010581,-0.005045146049063534,-0.015115662586669779,-0.0006340465826863407,0.005647897259560346,-0.032945574338295945,-0.07669345935276142,0.0014153914454770212,0.0017692767532641086,0.01055166637309406,-0.003662988581412434,-0.019955563221884357,-0.04537029580066956,0.06508766892654004,-0.028879226355044276,0.016463106461303875,-0.011218484814581226,-0.007200909460874772,-0.006414279729965599,-0.07720900899919546,0.0018206131723255805,-0.08323510410837448
sample_000023,0.7561769296765397,0,0.9938080941618262,-0.005179474333941392,-0.016309773393638247,0.19164894532173843,0.20535219409414376,-0.016083007767574414,-0.01523150436977228,0.014553669179298203,0.017119008101984984,-0.06568092785610638,-0.011565033037089001,-0.037176893998627,0.009350039531389633,0.009967763048395918,-0.01728549054350751,0.012570135889464021,-0.016707690369763252,-0.01403969317310312,-0.09414451704165439,0.004949037648749011,0.012939431718968901,-0.018253089941123433,0.005137848716903961,-0.02597059411703271,-0.0323541693566356,-0.03715045090011189,-0.013612695007682687,-0.013431944066931113,0.007270981920254842,0.002509672959424054,-0.04674023701066528,0.03172373565858411,-0.0435195742010234,-0.018883331107842,0.01613209897705421,-0.013929569477185861,-0.011028699597935891,-0.017220057443017068,-0.079800557627639,0.035321915621641796
sample_000024,0.7455568256244157,1,0.9907159535468797,-0.0017191762640246778,0.00947083840736918,0.19536442129504486,0.1912611560682637,-0.018021235337600507,0.007150773317331361,0.002307379663736051,-3.105987483091877e-05,-0.04259953631581406,0.0551411736072919,0.09118058735608564,0.007281953107947778,-0.009461351397192069,0.016345808942045778,0.010607437957722628,0.0916401895529394,0.06489438316713751,0.07584557528743921,0.00782305814004887,-0.007248309761729401,-0.016524273123253736,0.00576011288397531,0.068115974874961,0.02358793764307232,0.050143383524021305,0.015790158294977163,-0.019501112353810305,-0.019672344763829924,0.009811857049224427,0.02218131528192198,0.06320749738613655,-0.034129996120425714,-0.0038967010349235977,0.01853877716024957,-0.012477382268327841,-0.0028106325966370128,-0.014980772283140476,0.09849756523886358,-0.07639364267622202
sample_000025,0.7090068229451426,-1,0.9966773828015767,-0.008241832262503026,-0.011461854597226658,0.20882710567419266,0.19001082388648602,-0.008782374641145663,-0.0066811020590406755,-0.008015288319707459,-0.01626512676603647,0.06580012909793413,0.07279010575946897,0.0777243489725778,0.011752210670914462,0.009405769826255237,-0.01248490903901519,-0.008206630820977022,-0.027939301872490763,0.045279313892778575,-0.08845002486915765,0.016065757766972083,-0.005252147763085988,0.007809072143215779,-0.0027729299954168817,0.03058130773926773,0.005036080892443851,0.023867700336390074,-0.015324963957204214,0.014127641642022714,-0.018977685491864352,-0.002676028368777477,0.052819158617315634,0.005773415874443244,0.0613826007118796,-0.010025058792561534,-0.014394959375723443,-0.0061820388515217315,-0.013812011155157733,0.07014036490739184,-0.030799890742631588,0.025903767343086283
sample_000026,0.7896504749828017,-1,0.9904654073113501,-0.015759534140554907,0.012341685971004965,0.2088465407092671,0.20509077994958974,-0.014466586439298998,0.01774811596246464,0.0010627386075595924,-0.002272805361251065,0.06195982128250757,0.047733720378274794,0.0899231827914568,-0.015754724213941612,0.011057186886031075,0.017074519966890325,0.017042463152286552,0.06540647660690253,0.008478943929145766,0.0407708981983542,-0.0016278579823068018,0.013496330321344821,0.0023220011023484676,0.006927524797525497,0.07647017475417235,0.05436236691959018,-0.02358825434211207,-0.0032342691890208733,-0.0064663173224828,0.01254698419647125,-0.0019999313740638814,-0.03321800354738689,0.09014104771301297,0.02396580666301462,0.014372978576730167,0.007485190318834851,0.012458498861647925,0.017396307724045035,-0.06233098185702984,-0.02326044401452254,-0.002131247978686757
sample_000027,0.708512727553141,-1,0.998399516252063,0.013785771290552256,-0.005654375363074071,0.20860699273707417,0.1966025424536737,-0.008548587128521197,0.0008226315257722705,-0.018275924322798877,0.017027201041152313,0.0743642552474577,0.06339928443085845,0.007037735133679113,0.009843897074823539,0.002793076582292553,0.013618596790917441,0.0009649508231751991,0.029682754064451602,0.06722725924310047,0.09762640926302396,0.006537653027836092,-0.01138928135737217,0.01757754036993781,-0.002247858336980371,0.009197712893825738,0.047869666472283835,-0.0350757126511277,-0.01798001052890964,0.01968453428967763,-0.014194432765672005,0.016071616133102817,0.08350699843374915,-0.033925886517192305,0.05467851386698291,-0.008931566980096353,-0.014450412566971696,0.0196441567764865,0.0021556377456347776,0.08913761838669024,-0.017551475842706266,0.07944958864288552
sample_000028,0.7661491882897299,-1,0.9922697852820469,-0.0006754496152235978,-0.019834501778958288,0.2065046901153381,0.19117317509172752,0.0060663567133141735,0.006644232150248955,0.008823300642372925,0.001468312467782078,0.039638326027627895,0.08851218689592273,-0.03400073049046559,-0.01373913495527202,-0.01318164346244326,0.009484192917736346,-0.005642681207259997,-0.049781995231988944,0.014690445682010079,0.011572179983555354,0.0037179218740229026,0.004855410332813812,-0.019024089353750686,0.004792079607378636,0.08676705055912154,0.0959942686033616,-0.012532528727686842,0.0002059268616430199,-0.0026142729418927014,-0.0061656104966036065,-0.013611473582149763,0.09714530776745714,0.00941488443038523,0.0005866764657505686,-0.010984669779873233,-0.008605243573806286,-0.015807218261892072,0.0030201402124602475,0.09786479939871728,-0.086388832789289,-0.07678796244881946
sample_000029,0.7298572457399167,0,0.9948449936467939,0.006351960668486263,-0.014471963756957536,0.20441208391402213,0.20448398321382508,0.01153636391510907,0.008359156070606213,-0.009243752580133845,-0.01724790817791602,-0.03853465299614267,0.057683520715369266,0.09709576548081361,0.0125974809080722,-0.0064747102698516955,0.0017394655826416727,-0.015639829745738076,0.021851961314254244,0.03460944568250703,0.08188428879341901,-0.003410891020889557,-0.0069127682790742105,0.018833482373486803,-0.002184599511711971,0.031912431456880164,-0.08144653575250703,-0.03796010985167473,0.008678028478705224,-0.005010229125915227,0.015602021190110383,-0.010213502698202821,0.04527935412826554,0.05272612589762671,0.04867279297018608,-0.005212154502967512,-0.01949608836615806,0.01875511370763088,0.019518914924975192,-0.030553454939947256,-0.03786068325836578,0.07240722450128896
sample_000030,0.78639212481819,-1,0.992351025455363,-0.018464163139245128,0.010641531523315182,0.20959641748678387,0.20205974870422558,0.011442128001691363,-0.011248529075541485,-0.010794126214319145,0.010095361726305577,0.057550640948260456,0.05137188162907716,-0.0013735580457508334,0.006553029143262737,-0.015882501016396038,0.013509891583078044,-0.0023654192231024273,-0.07944870895095882,-0.07169853138352407,-0.0405180073361787,-9.840225270481006e-06,0.01466251868094405,-0.0006856110818992978,0.006771584126416501,0.08254952981122675,-0.01630024972091846,0.09894219304748948,-0.015626115038854152,0.014636392186666352,0.015469573780230107,0.009875022379776341,-0.05709318846170948,0.07531495299231622,0.00608608391969907,0.012890667130249863,-0.010538481358254722,0.017321683191533023,0.012788501263074022,0.06262350299998683,-0.06532199587083386,-0.04754098889417424
sample_000031,0.7130588315956937,1,0.9923393134387807,0.0034589063767800133,0.0008649170560826747,0.20040202007136673,0.19311261139745114,0.008232686833649345,-0.003727587433860249,0.01446351758310196,0.007010325735105392,-0.06777976367496408,0.022608550222588987,0.046555977799035045,-0.011438796750621774,-0.011389656017304524,0.004901942285784729,0.007684867263741726,0.06740961346169135,-0.08887679392718018,0.0032028256826245774,0.003938536541185038,-0.001788073139819777,-0.007981562839857733,-0.017641866853075016,-0.028858637664720965,-0.024214437101867083,0.05767543953750951,-0.008376143457136989,0.009546204354392485,-0.019432388220888334,0.012345035502897558,0.06459562151995189,-0.07359637366695236,-0.08861472176944218,0.013160335729212588,0.018001656557456083,-0.012980665701958443,-0.0021086053429694874,0.017960316135003596,-0.09182318998652968,-0.07774021274978722
